SettlementDate,SettlementPeriod,NetImbalanceVolume
01-10-2022,3,491.8591
01-10-2022,4,397.3511
01-10-2022,5,470.9249
01-10-2022,6,372.219
01-10-2022,7,101.2442
01-10-2022,8,-221.0504
01-10-2022,9,-629.9229
01-10-2022,10,-774.6918
01-10-2022,11,-481.0853
01-10-2022,12,-342.1448
01-10-2022,13,-355.0137
01-10-2022,14,-61.1712
01-10-2022,15,488.5087
01-10-2022,16,343.851
01-10-2022,17,130.0061
01-10-2022,18,334.5594
01-10-2022,19,176.7468
01-10-2022,20,-48.1404
01-10-2022,21,-186.3917
01-10-2022,22,-494.9957
01-10-2022,23,-476.0324
01-10-2022,24,-477.9871
01-10-2022,25,-333.8317
01-10-2022,26,-241.59302
01-10-2022,27,-214.1633
01-10-2022,28,-293.8697
01-10-2022,29,-318.638
01-10-2022,30,-416.2878
01-10-2022,31,-531.3303
01-10-2022,32,-91.5143
01-10-2022,33,49.3441
01-10-2022,34,408.5511
01-10-2022,35,389.4804
01-10-2022,36,928.6551
01-10-2022,37,933.0479
01-10-2022,38,1118.1747
01-10-2022,39,931.7862
01-10-2022,40,750.1564
01-10-2022,41,669.8591
01-10-2022,42,402.10718
01-10-2022,43,385.9903
01-10-2022,44,112.5804
01-10-2022,45,-142.4505
01-10-2022,46,-109.38999
01-10-2022,47,183.1722
01-10-2022,48,52.7176
02-10-2022,1,-119.124
02-10-2022,2,-72.3916
02-10-2022,3,-334.9248
02-10-2022,4,-153.5884
02-10-2022,5,-480.6588
02-10-2022,6,-585.8937
02-10-2022,7,-569.4417
02-10-2022,8,-280.0416
02-10-2022,9,-501.0663
02-10-2022,10,-329.675
02-10-2022,11,-198.1548
02-10-2022,12,130.2437
02-10-2022,13,260.29
02-10-2022,14,105.4887
02-10-2022,15,-69.00578
02-10-2022,16,4.473
02-10-2022,17,-335.6048
02-10-2022,18,-11.6842
02-10-2022,19,-60.4478
02-10-2022,20,-193.8583
02-10-2022,21,-496.0954
02-10-2022,22,-800.2517
02-10-2022,23,-1037.1776
02-10-2022,24,-1239.52
02-10-2022,25,-769.2721
02-10-2022,26,-682.2661
02-10-2022,27,-385.8124
02-10-2022,28,-203.8524
02-10-2022,29,-509.3288
02-10-2022,30,-705.18176
02-10-2022,31,-922.8319
02-10-2022,32,-918.5091
02-10-2022,33,-268.0416
02-10-2022,34,90.487
02-10-2022,35,130.5537
02-10-2022,36,55.0957
02-10-2022,37,93.0058
02-10-2022,38,75.3512
02-10-2022,39,-38.64831
02-10-2022,40,-174.6208
02-10-2022,41,30.3258
02-10-2022,42,-217.32571
02-10-2022,43,-129.6202
02-10-2022,44,20.9427
02-10-2022,45,166.11288
02-10-2022,46,200.7769
02-10-2022,47,182.7229
02-10-2022,48,376.7765
03-10-2022,1,214.68509
03-10-2022,2,65.27499
03-10-2022,3,252.0912
03-10-2022,4,466.5967
03-10-2022,5,396.42224
03-10-2022,6,261.5313
03-10-2022,7,21.298
03-10-2022,8,4.3854
03-10-2022,9,379.4707
03-10-2022,10,130.1452
03-10-2022,11,412.1512
03-10-2022,12,426.8245
03-10-2022,13,246.2836
03-10-2022,14,221.8656
03-10-2022,15,339.5542
03-10-2022,16,463.4767
03-10-2022,17,100.8416
03-10-2022,18,108.2722
03-10-2022,19,303.9501
03-10-2022,20,154.4555
03-10-2022,21,-150.9863
03-10-2022,22,-104.41141
03-10-2022,23,105.4086
03-10-2022,24,-66.76709
03-10-2022,25,208.9017
03-10-2022,26,-75.95182
03-10-2022,27,-136.72731
03-10-2022,28,-445.7554
03-10-2022,29,-338.1271
03-10-2022,30,-235.77982
03-10-2022,31,185.9766
03-10-2022,32,87.6904
03-10-2022,33,316.6148
03-10-2022,34,-232.96632
03-10-2022,35,-189.9815
03-10-2022,36,-237.58789
03-10-2022,37,-57.11314
03-10-2022,38,44.02919
03-10-2022,39,113.1362
03-10-2022,40,-331.53152
03-10-2022,41,-515.99646
03-10-2022,42,-471.96747
03-10-2022,43,-45.94709
03-10-2022,44,256.2151
03-10-2022,45,99.178
03-10-2022,46,-98.3853
03-10-2022,47,173.27672
03-10-2022,48,214.91661
04-10-2022,1,250.19379
04-10-2022,2,174.5757
04-10-2022,3,217.2889
04-10-2022,4,354.8468
04-10-2022,5,428.058
04-10-2022,6,410.6188
04-10-2022,7,276.1917
04-10-2022,8,63.4579
04-10-2022,9,-12.7431
04-10-2022,10,5.8656
04-10-2022,11,221.0709
04-10-2022,12,157.7681
04-10-2022,13,272.715
04-10-2022,14,-17.9468
04-10-2022,15,-366.0935
04-10-2022,16,-45.29913
04-10-2022,17,-86.77241
04-10-2022,18,-38.0715
04-10-2022,19,-67.66499
04-10-2022,20,-61.2308
04-10-2022,21,-149.49861
04-10-2022,22,-37.1759
04-10-2022,23,52.0663
04-10-2022,24,305.9313
04-10-2022,25,490.5666
04-10-2022,26,632.3893
04-10-2022,27,208.4858
04-10-2022,28,-48.97
04-10-2022,29,-406.94052
04-10-2022,30,-777.1375
04-10-2022,31,-307.5342
04-10-2022,32,-508.2631
04-10-2022,33,77.7263
04-10-2022,34,84.417
04-10-2022,35,88.6909
04-10-2022,36,94.1685
04-10-2022,37,-127.33071
04-10-2022,38,-0.7207
04-10-2022,39,125.00269
04-10-2022,40,-86.55691
04-10-2022,41,-287.9982
04-10-2022,42,-275.7767
04-10-2022,43,-288.8023
04-10-2022,44,-553.0948
04-10-2022,45,-629.0265
04-10-2022,46,-151.7608
04-10-2022,47,-210.9237
04-10-2022,48,-445.6779
05-10-2022,1,-242.3389
05-10-2022,2,-401.5625
05-10-2022,3,-257.9637
05-10-2022,4,-235.6962
05-10-2022,5,-155.9834
05-10-2022,6,-341.5041
05-10-2022,7,-225.1915
05-10-2022,8,-208.2584
05-10-2022,9,-344.3438
05-10-2022,10,-145.3396
05-10-2022,11,211.334
05-10-2022,12,339.9342
05-10-2022,13,27.3289
05-10-2022,14,411.5861
05-10-2022,15,888.4317
05-10-2022,16,1340.6052
05-10-2022,17,1242.0181
05-10-2022,18,985.3598
05-10-2022,19,982.45026
05-10-2022,20,807.9807
05-10-2022,21,1007.7414
05-10-2022,22,1188.2568
05-10-2022,23,1364.2585
05-10-2022,24,1033.8085
05-10-2022,25,822.7333
05-10-2022,26,677.0633
05-10-2022,27,762.375
05-10-2022,28,811.3253
05-10-2022,29,771.91864
05-10-2022,30,511.0918
05-10-2022,31,408.2176
05-10-2022,32,569.0499
05-10-2022,33,1154.3458
05-10-2022,34,635.9781
05-10-2022,35,150.6683
05-10-2022,36,-29.39941
05-10-2022,37,-75.5559
05-10-2022,38,-46.46859
05-10-2022,39,91.3806
05-10-2022,40,-88.36801
05-10-2022,41,266.2364
05-10-2022,42,399.0227
05-10-2022,43,696.7094
05-10-2022,44,684.3378
05-10-2022,45,487.3935
05-10-2022,46,19.1415
05-10-2022,47,-208.739
05-10-2022,48,-321.8209
06-10-2022,1,-89.1248
06-10-2022,2,-176.9551
06-10-2022,3,-234.3853
06-10-2022,4,-46.6001
06-10-2022,5,-148.6208
06-10-2022,6,-257.6243
06-10-2022,7,-270.1754
06-10-2022,8,-174.461
06-10-2022,9,-87.38329
06-10-2022,10,-89.8607
06-10-2022,11,-62.4963
06-10-2022,12,16.4081
06-10-2022,13,188.68658
06-10-2022,14,442.7577
06-10-2022,15,408.6036
06-10-2022,16,651.9846
06-10-2022,17,364.6858
06-10-2022,18,145.3768
06-10-2022,19,-322.73227
06-10-2022,20,-52.842
06-10-2022,21,-38.16512
06-10-2022,22,-216.67549
06-10-2022,23,-206.6061
06-10-2022,24,-403.75397
06-10-2022,25,-498.08365
06-10-2022,26,-426.625
06-10-2022,27,-151.5001
06-10-2022,28,-51.08544
06-10-2022,29,-201.99353
06-10-2022,30,48.5657
06-10-2022,31,-79.28079
06-10-2022,32,-126.748
06-10-2022,33,173.1353
06-10-2022,34,340.8875
06-10-2022,35,289.0491
06-10-2022,36,388.9619
06-10-2022,37,288.3468
06-10-2022,38,642.17236
06-10-2022,39,617.51306
06-10-2022,40,137.3289
06-10-2022,41,22.9806
06-10-2022,42,156.17581
06-10-2022,43,414.1781
06-10-2022,44,347.2131
06-10-2022,45,162.85019
06-10-2022,46,219.0235
06-10-2022,47,259.1558
06-10-2022,48,100.2611
07-10-2022,1,-16.37388
07-10-2022,2,-117.9831
07-10-2022,3,98.5501
07-10-2022,4,17.6012
07-10-2022,5,-135.8585
07-10-2022,6,-222.59177
07-10-2022,7,-211.5165
07-10-2022,8,-181.7853
07-10-2022,9,-100.8417
07-10-2022,10,-186.4717
07-10-2022,11,-250.0331
07-10-2022,12,233.62572
07-10-2022,13,256.09552
07-10-2022,14,437.5954
07-10-2022,15,192.85172
07-10-2022,16,698.2986
07-10-2022,17,270.1242
07-10-2022,18,349.3857
07-10-2022,19,369.8004
07-10-2022,20,183.4962
07-10-2022,21,53.7212
07-10-2022,22,-24.41821
07-10-2022,23,-72.0368
07-10-2022,24,-28.8548
07-10-2022,25,168.51091
07-10-2022,26,195.34949
07-10-2022,27,104.529
07-10-2022,28,195.1248
07-10-2022,29,88.5888
07-10-2022,30,6.6232
07-10-2022,31,177.28761
07-10-2022,32,434.2784
07-10-2022,33,475.9827
07-10-2022,34,781.0412
07-10-2022,35,1337.174
07-10-2022,36,913.7612
07-10-2022,37,964.7704
07-10-2022,38,1035.9641
07-10-2022,39,22.5516
07-10-2022,40,179.8698
07-10-2022,41,254.864
07-10-2022,42,274.2942
07-10-2022,43,217.5482
07-10-2022,44,259.9261
07-10-2022,45,584.68066
07-10-2022,46,189.19789
07-10-2022,47,398.5055
07-10-2022,48,-38.141
08-10-2022,1,-214.8235
08-10-2022,2,-365.82
08-10-2022,3,-309.1695
08-10-2022,4,-134.9039
08-10-2022,5,96.2303
08-10-2022,6,112.9253
08-10-2022,7,135.7666
08-10-2022,8,57.0212
08-10-2022,9,-227.9287
08-10-2022,10,48.95172
08-10-2022,11,126.95268
08-10-2022,12,76.4001
08-10-2022,13,81.3523
08-10-2022,14,-42.4821
08-10-2022,15,-261.7971
08-10-2022,16,271.4029
08-10-2022,17,-21.0724
08-10-2022,18,76.6285
08-10-2022,19,-6.81141
08-10-2022,20,25.8456
08-10-2022,21,-301.6016
08-10-2022,22,-216.8021
08-10-2022,23,28.37
08-10-2022,24,-8.8194
08-10-2022,25,41.1504
09-10-2022,25,-74.76891
09-10-2022,26,162.6899
09-10-2022,27,246.2849
09-10-2022,28,303.9801
09-10-2022,29,270.4054
09-10-2022,30,148.24829
09-10-2022,31,-12.23681
09-10-2022,32,276.011
09-10-2022,33,649.7445
09-10-2022,34,612.496
09-10-2022,35,835.9558
09-10-2022,36,670.6724
09-10-2022,37,392.4161
09-10-2022,38,463.0885
09-10-2022,39,-167.8412
09-10-2022,40,-433.3942
09-10-2022,41,76.8258
09-10-2022,42,-1.52
09-10-2022,43,433.1574
09-10-2022,44,182.2374
09-10-2022,45,350.8316
09-10-2022,46,-171.09924
09-10-2022,47,-200.7373
09-10-2022,48,-86.65782
10-10-2022,1,222.41571
10-10-2022,2,322.6395
10-10-2022,3,195.59837
10-10-2022,4,347.7975
10-10-2022,5,110.3223
10-10-2022,6,161.99179
10-10-2022,7,237.84769
10-10-2022,8,77.35281
10-10-2022,9,126.2397
10-10-2022,10,152.3972
10-10-2022,11,-82.5131
10-10-2022,12,-26.48751
10-10-2022,13,517.578
10-10-2022,14,376.5923
10-10-2022,15,152.6527
10-10-2022,16,93.1844
10-10-2022,17,227.5736
10-10-2022,18,285.3381
10-10-2022,19,415.237
10-10-2022,20,39.4348
10-10-2022,21,-10.0398
10-10-2022,22,-408.7311
10-10-2022,23,-395.36142
10-10-2022,24,-570.6942
10-10-2022,25,-370.1364
10-10-2022,26,-411.2679
10-10-2022,27,-397.46362
10-10-2022,28,-192.87695
10-10-2022,29,199.03198
10-10-2022,30,-17.72722
10-10-2022,31,74.6056
10-10-2022,32,-51.798
10-10-2022,33,-193.1662
10-10-2022,34,-356.6544
10-10-2022,35,-633.2019
10-10-2022,36,-412.3032
10-10-2022,37,-397.0097
10-10-2022,38,142.829
10-10-2022,39,-92.7282
10-10-2022,40,-51.4769
10-10-2022,41,-147.6489
10-10-2022,42,-274.7872
10-10-2022,43,-345.508
10-10-2022,44,18.22471
10-10-2022,45,-259.7532
10-10-2022,46,-538.0507
10-10-2022,47,63.5404
10-10-2022,48,-107.3698
11-10-2022,1,-45.3651
11-10-2022,2,47.5243
11-10-2022,3,-126.6287
11-10-2022,4,-166.8832
11-10-2022,5,-105.578
11-10-2022,6,-195.7367
11-10-2022,7,-108.3472
11-10-2022,8,-49.0825
11-10-2022,9,-122.924
11-10-2022,10,-160.5382
11-10-2022,11,-10.1179
11-10-2022,12,267.3211
11-10-2022,13,152.6296
11-10-2022,14,350.9213
11-10-2022,15,135.8606
11-10-2022,16,456.0076
11-10-2022,17,149.8342
11-10-2022,18,59.96019
11-10-2022,19,138.2858
11-10-2022,20,-83.4464
11-10-2022,21,-100.3532
11-10-2022,22,84.9053
11-10-2022,23,-181.994
11-10-2022,24,-46.4622
11-10-2022,25,283.1227
11-10-2022,26,292.8307
11-10-2022,27,29.124
11-10-2022,28,104.3384
11-10-2022,29,-3.89169
11-10-2022,30,-27.2532
11-10-2022,31,-458.9561
11-10-2022,32,-413.1783
11-10-2022,33,105.38259
11-10-2022,34,146.2801
11-10-2022,35,127.8185
11-10-2022,36,201.2654
11-10-2022,37,286.7081
11-10-2022,38,458.2424
11-10-2022,39,412.4599
11-10-2022,40,28.4078
11-10-2022,41,239.1325
11-10-2022,42,8.2554
11-10-2022,43,193.6973
11-10-2022,44,-3.0938
11-10-2022,45,6.4107
11-10-2022,46,285.0242
11-10-2022,47,605.8844
11-10-2022,48,644.4756
12-10-2022,1,251.4496
12-10-2022,2,91.2336
12-10-2022,3,171.4859
12-10-2022,4,136.75941
12-10-2022,5,124.83091
12-10-2022,6,-65.51186
12-10-2022,7,77.72399
12-10-2022,8,-15.25837
12-10-2022,9,165.2054
12-10-2022,10,173.2671
12-10-2022,11,198.8096
12-10-2022,12,459.1119
12-10-2022,13,-134.9393
12-10-2022,14,-27.3251
12-10-2022,15,-61.4057
12-10-2022,16,333.2345
12-10-2022,17,411.8917
12-10-2022,18,363.45718
12-10-2022,19,229.6915
12-10-2022,20,120.9179
12-10-2022,21,117.66491
12-10-2022,22,-34.96619
12-10-2022,23,-416.7031
12-10-2022,24,-407.1277
12-10-2022,25,-376.4568
12-10-2022,26,-44.7576
12-10-2022,27,-44.3149
12-10-2022,28,-163.2606
12-10-2022,29,-308.9512
12-10-2022,30,193.11171
12-10-2022,31,239.1606
12-10-2022,32,285.1561
12-10-2022,33,32.5223
12-10-2022,34,46.2946
12-10-2022,35,-89.6044
12-10-2022,36,-26.7239
12-10-2022,37,111.4506
12-10-2022,38,421.3851
12-10-2022,39,319.6247
12-10-2022,40,86.2778
12-10-2022,41,176.9747
12-10-2022,42,79.9245
12-10-2022,43,450.3627
12-10-2022,44,449.6644
12-10-2022,45,131.4938
12-10-2022,46,-40.6815
12-10-2022,47,-228.8249
12-10-2022,48,-347.91443
13-10-2022,1,-128.1591
13-10-2022,2,25.3113
13-10-2022,3,-13.48089
13-10-2022,4,322.57532
13-10-2022,5,-68.3104
13-10-2022,6,-34.6167
13-10-2022,7,-82.69999
13-10-2022,8,-114.1416
13-10-2022,9,-163.69391
13-10-2022,10,-78.622
13-10-2022,11,-167.5008
13-10-2022,12,-211.34428
13-10-2022,13,-101.19559
13-10-2022,14,79.2971
13-10-2022,15,33.9443
13-10-2022,16,69.9148
13-10-2022,17,40.052
13-10-2022,18,116.4696
13-10-2022,19,62.2196
13-10-2022,20,-59.43259
13-10-2022,21,-2.1297
13-10-2022,22,-87.2179
13-10-2022,23,133.2086
13-10-2022,24,-98.47961
13-10-2022,25,-357.4782
13-10-2022,26,-647.01666
13-10-2022,27,-911.1767
13-10-2022,28,-886.34753
13-10-2022,29,-866.2192
13-10-2022,30,-935.0808
13-10-2022,31,-813.78094
13-10-2022,32,-472.8887
13-10-2022,33,-460.5962
13-10-2022,34,-105.7838
13-10-2022,35,-8.9649
13-10-2022,36,124.07079
13-10-2022,37,49.1177
13-10-2022,38,162.7113
13-10-2022,39,139.00021
13-10-2022,40,-123.3417
13-10-2022,41,90.178
13-10-2022,42,-274.3283
13-10-2022,43,-21.4749
13-10-2022,44,-357.0214
13-10-2022,45,-120.7696
13-10-2022,46,-290.5553
13-10-2022,47,-176.1079
13-10-2022,48,-161.7083
14-10-2022,1,-198.5068
14-10-2022,2,-457.5708
14-10-2022,3,-415.2292
14-10-2022,4,-271.7751
14-10-2022,5,-177.48189
14-10-2022,6,88.7031
14-10-2022,7,266.98203
14-10-2022,8,261.2141
14-10-2022,9,226.5907
14-10-2022,10,411.6794
14-10-2022,11,391.8041
14-10-2022,12,581.6036
14-10-2022,13,425.2633
14-10-2022,14,320.39468
14-10-2022,15,116.2438
14-10-2022,16,293.1462
14-10-2022,17,389.8663
14-10-2022,18,151.5062
14-10-2022,19,174.0551
14-10-2022,20,66.6998
14-10-2022,21,-22.4729
14-10-2022,22,69.2318
14-10-2022,23,4.5802
14-10-2022,24,94.4307
14-10-2022,25,-617.8344
14-10-2022,26,-293.2962
14-10-2022,27,-130.78648
14-10-2022,28,-179.70459
14-10-2022,29,-133.57397
14-10-2022,30,-119.93263
14-10-2022,31,-306.3127
14-10-2022,32,-331.3772
14-10-2022,33,-337.2233
14-10-2022,34,-207.1734
14-10-2022,35,-401.7796
14-10-2022,36,-77.4269
14-10-2022,37,142.7853
14-10-2022,38,198.867
14-10-2022,39,-24.687
14-10-2022,40,-122.65109
14-10-2022,41,34.9627
14-10-2022,42,-52.9283
14-10-2022,43,244.6417
14-10-2022,44,48.9235
14-10-2022,45,218.3147
14-10-2022,46,-11.0207
14-10-2022,47,9.7564
14-10-2022,48,-188.2866
15-10-2022,1,-228.97821
15-10-2022,2,-213.45859
15-10-2022,3,-107.0926
15-10-2022,4,14.5139
15-10-2022,5,188.1465
15-10-2022,6,-32.4998
15-10-2022,7,202.1933
15-10-2022,8,149.2102
15-10-2022,9,612.7815
15-10-2022,10,365.928
15-10-2022,11,832.1214
15-10-2022,12,597.7808
15-10-2022,13,259.9991
15-10-2022,14,-427.3576
15-10-2022,15,-626.782
15-10-2022,16,-359.8892
15-10-2022,17,-550.69684
15-10-2022,18,-635.9878
15-10-2022,19,-448.6957
15-10-2022,20,40.90891
15-10-2022,21,485.3638
15-10-2022,22,304.6138
15-10-2022,23,22.7118
15-10-2022,24,-7.9065
15-10-2022,25,-82.09502
15-10-2022,26,-26.9668
15-10-2022,27,-80.05499
15-10-2022,28,-434.3889
15-10-2022,29,-522.9
15-10-2022,30,-358.33612
15-10-2022,31,-118.34249
15-10-2022,32,45.3109
15-10-2022,33,343.263
15-10-2022,34,750.9928
15-10-2022,35,852.8028
15-10-2022,36,922.2184
15-10-2022,37,284.4575
15-10-2022,38,225.1117
15-10-2022,39,123.3583
15-10-2022,40,-35.5689
15-10-2022,41,345.2859
15-10-2022,42,77.4053
15-10-2022,43,229.9899
15-10-2022,44,771.2145
15-10-2022,45,311.4319
15-10-2022,46,-223.7923
15-10-2022,47,-20.5516
15-10-2022,48,-221.6695
16-10-2022,1,184.0092
16-10-2022,2,86.6919
16-10-2022,3,-19.1082
16-10-2022,4,126.1367
16-10-2022,5,126.3469
16-10-2022,6,117.635
16-10-2022,7,201.6528
16-10-2022,8,195.2654
16-10-2022,9,188.70518
16-10-2022,10,-129.0354
16-10-2022,11,-353.9813
16-10-2022,12,-347.6334
16-10-2022,13,-294.486
16-10-2022,14,70.51551
16-10-2022,15,-63.2057
16-10-2022,16,26.5941
16-10-2022,17,7.51451
16-10-2022,18,123.4399
16-10-2022,19,94.7735
16-10-2022,20,115.4505
16-10-2022,21,-295.7293
16-10-2022,22,-148.82079
16-10-2022,23,-112.26401
16-10-2022,24,-56.37198
16-10-2022,25,53.84129
17-10-2022,25,-505.634
17-10-2022,26,-642.3081
17-10-2022,27,-726.1272
17-10-2022,28,-510.7615
17-10-2022,29,-50.4042
17-10-2022,30,-483.99692
17-10-2022,31,-913.3188
17-10-2022,32,-478.1407
17-10-2022,33,-452.5161
17-10-2022,34,-333.711
17-10-2022,35,-247.20229
17-10-2022,36,-177.71
17-10-2022,37,-311.03992
17-10-2022,38,-21.6922
17-10-2022,39,-46.3899
17-10-2022,40,-167.4758
17-10-2022,41,-213.0525
17-10-2022,42,-166.8947
17-10-2022,43,-319.151
17-10-2022,44,-572.7233
17-10-2022,45,-507.8037
17-10-2022,46,-1086.3322
17-10-2022,47,-1249.8693
17-10-2022,48,-789.3275
18-10-2022,1,-627.8627
18-10-2022,2,-201.31781
18-10-2022,3,-16.91719
18-10-2022,4,36.31649
18-10-2022,5,-89.9869
18-10-2022,6,-232.23482
18-10-2022,7,-531.6853
18-10-2022,8,-625.5624
18-10-2022,9,-665.7856
18-10-2022,10,-871.5611
18-10-2022,11,-751.4402
18-10-2022,12,-720.4225
18-10-2022,13,-996.70135
18-10-2022,14,-704.9769
18-10-2022,15,-207.8162
18-10-2022,16,167.5636
18-10-2022,17,-141.3778
18-10-2022,18,-112.3617
18-10-2022,19,-90.2402
18-10-2022,20,-182.1632
18-10-2022,21,-275.4133
18-10-2022,22,-437.6802
18-10-2022,23,-633.6172
18-10-2022,24,-328.5614
18-10-2022,25,-300.6601
18-10-2022,26,-258.5907
18-10-2022,27,-416.4965
18-10-2022,28,-459.712
18-10-2022,29,-586.7157
18-10-2022,30,-58.87769
18-10-2022,31,-74.9712
18-10-2022,32,-198.579
18-10-2022,33,-22.70911
18-10-2022,34,195.3893
18-10-2022,35,94.603
18-10-2022,36,79.6443
18-10-2022,37,118.1097
18-10-2022,38,277.5374
18-10-2022,39,120.7089
18-10-2022,40,-246.1968
18-10-2022,41,26.5957
18-10-2022,42,65.8013
18-10-2022,43,-19.05621
18-10-2022,44,-315.3172
18-10-2022,45,14.2595
18-10-2022,46,-84.88019
18-10-2022,47,-171.1679
18-10-2022,48,-276.0209
19-10-2022,1,-283.9003
19-10-2022,2,-462.6327
19-10-2022,3,-287.055
19-10-2022,4,-371.6182
19-10-2022,5,-335.7647
19-10-2022,6,-255.4975
19-10-2022,7,-172.788
19-10-2022,8,-149.2852
19-10-2022,9,-182.4622
19-10-2022,10,62.3026
19-10-2022,11,-20.9489
19-10-2022,12,-189.15971
19-10-2022,13,-394.28598
19-10-2022,14,-501.6733
19-10-2022,15,-445.0493
19-10-2022,16,-627.4434
19-10-2022,17,-271.0065
19-10-2022,18,-339.6896
19-10-2022,19,-181.8767
19-10-2022,20,-247.7035
19-10-2022,21,-54.51169
19-10-2022,22,8.9704
19-10-2022,23,-338.44028
19-10-2022,24,-697.9335
19-10-2022,25,-624.60583
19-10-2022,26,-320.8561
19-10-2022,27,-102.3661
19-10-2022,28,20.3048
19-10-2022,29,-22.93141
19-10-2022,30,-23.3146
19-10-2022,31,-153.7247
19-10-2022,32,-164.6139
19-10-2022,33,-278.4118
19-10-2022,34,-268.827
19-10-2022,35,-111.1609
19-10-2022,36,-25.0501
19-10-2022,37,48.67499
19-10-2022,38,-146.23459
19-10-2022,39,14.7694
19-10-2022,40,-138.84068
19-10-2022,41,-327.4028
19-10-2022,42,-206.8747
19-10-2022,43,-303.73978
19-10-2022,44,-380.0294
19-10-2022,45,-429.8427
19-10-2022,46,-292.7272
19-10-2022,47,-97.7925
19-10-2022,48,241.61171
20-10-2022,1,404.268
20-10-2022,2,390.7796
20-10-2022,3,335.31482
20-10-2022,4,347.6889
20-10-2022,5,305.6778
20-10-2022,6,157.88998
20-10-2022,7,-59.184
20-10-2022,8,205.1728
20-10-2022,9,161.9253
20-10-2022,10,207.8885
20-10-2022,11,172.1171
20-10-2022,12,179.2707
20-10-2022,13,50.7481
20-10-2022,14,53.5869
20-10-2022,15,-300.86652
20-10-2022,16,105.8564
20-10-2022,17,-53.451
20-10-2022,18,45.70759
20-10-2022,19,145.0665
20-10-2022,20,221.291
20-10-2022,21,-85.57212
20-10-2022,22,19.3127
20-10-2022,23,-66.1602
20-10-2022,24,500.2373
20-10-2022,25,953.9055
20-10-2022,26,825.0982
20-10-2022,27,760.644
20-10-2022,28,-6.45208
20-10-2022,29,-695.7336
20-10-2022,30,-535.45996
20-10-2022,31,-450.66632
20-10-2022,32,-44.85971
20-10-2022,33,-77.21461
20-10-2022,34,155.90689
20-10-2022,35,-235.9324
20-10-2022,36,-66.2646
20-10-2022,37,46.0595
20-10-2022,38,285.2703
20-10-2022,39,576.3207
20-10-2022,40,706.7486
20-10-2022,41,834.12067
20-10-2022,42,586.5249
20-10-2022,43,464.163
20-10-2022,44,215.2036
20-10-2022,45,400.275
20-10-2022,46,126.1438
20-10-2022,47,261.6791
20-10-2022,48,-48.1268
21-10-2022,1,144.96
21-10-2022,2,100.5637
21-10-2022,3,348.5241
21-10-2022,4,347.313
21-10-2022,5,402.6119
21-10-2022,6,223.1157
21-10-2022,7,254.5761
21-10-2022,8,234.8024
21-10-2022,9,493.9384
21-10-2022,10,383.8573
21-10-2022,11,553.0242
21-10-2022,12,697.3201
21-10-2022,13,629.8149
21-10-2022,14,382.6865
21-10-2022,15,405.7284
21-10-2022,16,610.2258
21-10-2022,17,607.1976
21-10-2022,18,484.6924
21-10-2022,19,632.5758
21-10-2022,20,244.9678
21-10-2022,21,158.4404
21-10-2022,22,365.8363
21-10-2022,23,414.5926
21-10-2022,24,200.923
21-10-2022,25,300.2092
21-10-2022,26,610.8921
21-10-2022,27,393.2626
21-10-2022,28,141.2567
21-10-2022,29,299.7634
21-10-2022,30,411.6815
21-10-2022,31,364.26108
21-10-2022,32,646.72516
21-10-2022,33,772.3335
21-10-2022,34,410.0086
21-10-2022,35,160.8287
21-10-2022,36,-12.73429
21-10-2022,37,116.8426
21-10-2022,38,-249.6676
21-10-2022,39,-93.4426
21-10-2022,40,-318.0283
21-10-2022,41,10.5608
21-10-2022,42,49.97257
21-10-2022,43,-3.8993
21-10-2022,44,-89.8741
21-10-2022,45,-116.2061
21-10-2022,46,-146.3926
21-10-2022,47,17.8079
21-10-2022,48,54.6613
22-10-2022,1,186.75809
22-10-2022,2,-70.23539
22-10-2022,3,21.6589
22-10-2022,4,-92.9352
22-10-2022,5,40.9744
22-10-2022,6,94.8798
22-10-2022,7,-161.8654
22-10-2022,8,-141.95
22-10-2022,9,-272.5297
22-10-2022,11,-382.8618
22-10-2022,12,-45.6949
22-10-2022,13,-475.907
22-10-2022,14,-549.6656
22-10-2022,15,-420.65842
22-10-2022,16,-338.9632
22-10-2022,17,-215.3194
22-10-2022,18,-98.0085
22-10-2022,19,-183.6504
22-10-2022,20,-261.46368
22-10-2022,21,-261.9915
22-10-2022,22,-276.6111
22-10-2022,23,-260.3586
22-10-2022,24,-266.0749
22-10-2022,25,-174.4453
22-10-2022,26,-56.2495
22-10-2022,27,-339.583
22-10-2022,28,-185.7024
22-10-2022,29,-239.68399
22-10-2022,30,-200.2083
22-10-2022,32,-277.183
22-10-2022,33,-592.86334
22-10-2022,34,-297.8645
22-10-2022,35,-299.36285
22-10-2022,36,-34.4501
22-10-2022,37,123.7425
22-10-2022,38,-130.9663
22-10-2022,39,-312.32748
22-10-2022,40,-37.6165
22-10-2022,41,283.0079
22-10-2022,42,210.07172
22-10-2022,43,301.51993
22-10-2022,44,52.5664
22-10-2022,45,-57.00649
22-10-2022,46,-232.1448
22-10-2022,47,-70.8371
22-10-2022,48,-400.3035
23-10-2022,1,-279.77002
23-10-2022,2,-210.26329
23-10-2022,3,118.24291
23-10-2022,4,311.81158
23-10-2022,5,132.1487
23-10-2022,6,259.8249
23-10-2022,7,-257.3501
23-10-2022,8,-297.8393
23-10-2022,9,9.0634
