SettlementDate,SettlementPeriod,NetImbalanceVolume
30-03-2023,44,143.7409
30-03-2023,45,-60.1981
30-03-2023,46,-116.7887
30-03-2023,47,-223.6265
30-03-2023,48,-262.229
31-03-2023,1,110.415
31-03-2023,2,222.3562
31-03-2023,3,384.7753
31-03-2023,4,425.44168
31-03-2023,5,148.1331
31-03-2023,6,160.9396
31-03-2023,7,228.07591
31-03-2023,8,103.60529
31-03-2023,9,61.507
31-03-2023,10,-73.1667
31-03-2023,11,159.98508
31-03-2023,12,-340.27594
31-03-2023,13,-273.0825
31-03-2023,14,-645.3079
31-03-2023,15,-523.6175
31-03-2023,16,-257.9797
31-03-2023,17,48.8308
31-03-2023,18,82.2341
31-03-2023,19,-73.52219
31-03-2023,20,-1.3713
31-03-2023,21,143.0133
31-03-2023,22,-51.656
31-03-2023,23,-189.79984
31-03-2023,24,-270.1917
31-03-2023,25,-131.69731
31-03-2023,26,-74.05696
31-03-2023,27,234.306
31-03-2023,28,83.9053
31-03-2023,29,-356.73538
31-03-2023,30,-317.4248
31-03-2023,31,113.3573
31-03-2023,32,17.3595
31-03-2023,33,-22.7212
31-03-2023,34,-11.79002
31-03-2023,35,77.6535
31-03-2023,36,255.675
31-03-2023,37,309.13348
31-03-2023,38,240.0046
31-03-2023,39,72.5145
31-03-2023,40,-0.8252
31-03-2023,41,-237.1753
31-03-2023,42,-420.9243
31-03-2023,43,-77.85919
31-03-2023,44,219.5651
31-03-2023,45,220.17271
31-03-2023,46,-80.88171
31-03-2023,47,246.42271
31-03-2023,48,-190.7907
01-04-2023,1,-289.4001
01-04-2023,2,51.5238
01-04-2023,3,-140.6509
01-04-2023,4,-123.5651
01-04-2023,5,-408.8051
01-04-2023,6,-669.8781
01-04-2023,7,-405.0931
01-04-2023,8,-484.4416
01-04-2023,9,-237.4039
01-04-2023,10,-182.0435
01-04-2023,11,-298.0009
01-04-2023,12,-392.8787
01-04-2023,13,-351.1235
01-04-2023,14,-183.0335
01-04-2023,15,-23.049
01-04-2023,16,115.5385
01-04-2023,17,98.7808
01-04-2023,18,114.92911
01-04-2023,19,94.0167
01-04-2023,20,137.48318
01-04-2023,21,218.3167
01-04-2023,22,152.6833
01-04-2023,23,181.5573
01-04-2023,24,37.1711
01-04-2023,25,271.8403
01-04-2023,26,91.1394
01-04-2023,27,-0.90659
01-04-2023,28,1.4611
01-04-2023,29,-165.7976
01-04-2023,30,-76.48351
01-04-2023,31,-108.23331
01-04-2023,32,18.6684
01-04-2023,33,12.4861
01-04-2023,34,104.9817
01-04-2023,35,223.9031
01-04-2023,36,218.8138
01-04-2023,37,94.7256
01-04-2023,38,157.1415
01-04-2023,39,143.05
01-04-2023,40,96.2415
01-04-2023,41,192.7834
01-04-2023,42,-4.5253
01-04-2023,43,67.6211
01-04-2023,44,-75.43739
01-04-2023,45,71.9671
01-04-2023,46,20.4658
01-04-2023,47,349.72818
01-04-2023,48,251.6975
02-04-2023,1,121.2083
02-04-2023,2,-0.40149
02-04-2023,3,-171.14499
02-04-2023,4,33.26681
02-04-2023,5,108.0408
02-04-2023,6,-94.4332
02-04-2023,7,-109.1537
02-04-2023,8,-224.4721
02-04-2023,9,-183.2108
02-04-2023,10,-260.1169
02-04-2023,11,-53.61431
02-04-2023,12,150.86469
02-04-2023,13,39.49719
02-04-2023,14,-58.1801
02-04-2023,15,-152.50119
02-04-2023,16,21.48921
02-04-2023,17,382.5008
02-04-2023,18,429.4166
02-04-2023,19,542.2
02-04-2023,20,438.1167
02-04-2023,21,416.7583
02-04-2023,22,371.5333
02-04-2023,23,582.9023
02-04-2023,24,348.4433
02-04-2023,25,376.8608
02-04-2023,26,155.49149
02-04-2023,27,111.4271
02-04-2023,28,-61.7833
02-04-2023,29,-181.15161
02-04-2023,30,-396.3545
02-04-2023,31,-505.5724
02-04-2023,32,-544.1143
02-04-2023,33,-804.1012
02-04-2023,34,-493.7726
02-04-2023,35,-379.54642
02-04-2023,36,7.5121
02-04-2023,37,65.3632
02-04-2023,38,140.1764
02-04-2023,39,225.6363
02-04-2023,40,250.93329
02-04-2023,41,163.1898
02-04-2023,42,203.7453
02-04-2023,43,303.8455
02-04-2023,44,157.4583
02-04-2023,45,319.5115
02-04-2023,46,227.7426
02-04-2023,47,482.8084
02-04-2023,48,114.53539
03-04-2023,1,137.40869
03-04-2023,2,-70.31701
03-04-2023,3,-112.7729
03-04-2023,4,58.6059
03-04-2023,5,-73.35279
03-04-2023,6,-114.28679
03-04-2023,7,69.47909
03-04-2023,8,79.9957
03-04-2023,9,176.0916
03-04-2023,10,-104.8263
03-04-2023,11,-18.33829
03-04-2023,12,139.1164
03-04-2023,13,241.8916
03-04-2023,14,39.70961
03-04-2023,15,-22.5776
03-04-2023,16,213.353
03-04-2023,17,392.8017
03-04-2023,18,366.6118
03-04-2023,19,-60.44231
03-04-2023,20,-245.846
03-04-2023,21,-322.8921
03-04-2023,22,60.6261
03-04-2023,23,147.8867
03-04-2023,24,-78.8276
03-04-2023,25,-341.2619
03-04-2023,26,-129.35982
03-04-2023,27,-610.6904
03-04-2023,28,-661.6924
03-04-2023,29,-813.1048
03-04-2023,30,-792.8712
03-04-2023,31,-924.7111
03-04-2023,32,-892.9594
03-04-2023,33,-1122.2775
03-04-2023,34,-692.9316
03-04-2023,35,-555.1574
03-04-2023,36,-309.6921
03-04-2023,37,-145.6518
03-04-2023,38,119.4281
03-04-2023,39,187.7151
03-04-2023,40,435.0051
03-04-2023,41,215.185
03-04-2023,42,81.94351
03-04-2023,43,63.6462
03-04-2023,44,-56.21202
03-04-2023,45,-98.8216
03-04-2023,46,-129.3316
03-04-2023,47,-324.6355
03-04-2023,48,-409.7861
04-04-2023,1,-208.1482
04-04-2023,2,-37.7166
04-04-2023,3,-76.40561
04-04-2023,4,92.9096
04-04-2023,5,12.1463
04-04-2023,6,-100.1743
04-04-2023,7,-262.9069
04-04-2023,8,-356.70468
04-04-2023,9,-200.607
04-04-2023,10,-0.25011
04-04-2023,11,-81.7771
04-04-2023,12,1.79981
04-04-2023,13,300.6564
04-04-2023,14,499.8764
04-04-2023,15,302.2511
04-04-2023,16,349.6586
04-04-2023,17,123.044
04-04-2023,18,332.0469
04-04-2023,19,280.7851
04-04-2023,20,-111.6729
04-04-2023,21,-421.4355
04-04-2023,22,-548.60925
04-04-2023,23,-129.21082
04-04-2023,24,-304.9607
04-04-2023,25,-276.5729
04-04-2023,25,-276.5729
04-04-2023,26,-447.2408
04-04-2023,27,-521.7934
04-04-2023,28,-318.5084
04-04-2023,29,-292.75092
04-04-2023,30,-213.3498
04-04-2023,31,-142.6546
04-04-2023,32,-444.3819
04-04-2023,33,-525.91486
04-04-2023,34,-895.88245
04-04-2023,35,-649.7959
04-04-2023,36,-450.6139
04-04-2023,37,-426.3936
04-04-2023,38,-79.134
04-04-2023,39,44.628
04-04-2023,40,90.7204
04-04-2023,41,-148.53548
04-04-2023,42,-132.8456
04-04-2023,43,-458.5888
04-04-2023,44,-288.0173
04-04-2023,45,-461.0773
04-04-2023,46,-348.4804
04-04-2023,47,-116.2335
04-04-2023,48,-265.0661
05-04-2023,1,-273.7497
05-04-2023,2,-210.9923
05-04-2023,3,-377.2145
05-04-2023,4,-437.58734
05-04-2023,5,-546.7412
05-04-2023,6,-307.73328
05-04-2023,7,-35.48239
05-04-2023,8,-114.02505
05-04-2023,9,-199.4842
05-04-2023,10,-159.8791
05-04-2023,11,-390.0772
05-04-2023,12,-208.7189
05-04-2023,13,-275.7951
05-04-2023,14,-352.8771
05-04-2023,15,-301.9965
05-04-2023,16,-64.68965
05-04-2023,17,-293.36792
05-04-2023,18,85.5375
05-04-2023,19,-224.8171
05-04-2023,20,-210.722
05-04-2023,21,-213.3495
05-04-2023,22,-452.6923
05-04-2023,23,-600.6914
05-04-2023,24,-579.6647
05-04-2023,25,-641.7053
05-04-2023,26,-711.1492
05-04-2023,27,-651.1156
05-04-2023,28,-863.029
05-04-2023,29,-738.27496
05-04-2023,30,-818.6399
05-04-2023,31,-417.6221
05-04-2023,32,-406.46713
05-04-2023,33,-200.6656
05-04-2023,34,-46.3087
05-04-2023,35,229.2108
05-04-2023,36,185.111
05-04-2023,37,-35.08
05-04-2023,38,-11.33773
05-04-2023,39,90.8475
05-04-2023,40,262.29
05-04-2023,41,147.8334
05-04-2023,42,187.6545
05-04-2023,43,293.12808
05-04-2023,44,77.6989
05-04-2023,45,189.0756
05-04-2023,46,270.4478
05-04-2023,47,268.0443
05-04-2023,48,113.4464
06-04-2023,1,395.8466
06-04-2023,2,188.9041
06-04-2023,3,-84.01936
06-04-2023,4,-121.14622
06-04-2023,5,-354.07642
06-04-2023,6,-392.21765
06-04-2023,7,-657.018
06-04-2023,8,-268.1924
06-04-2023,9,64.376
06-04-2023,10,151.2671
06-04-2023,11,126.0399
06-04-2023,12,-114.66621
06-04-2023,13,38.2058
06-04-2023,14,360.1566
06-04-2023,15,88.8712
06-04-2023,16,276.5381
06-04-2023,17,170.1675
06-04-2023,18,220.0059
06-04-2023,19,-18.7534
06-04-2023,20,-269.6893
06-04-2023,21,-95.30372
06-04-2023,22,-362.2011
06-04-2023,23,-484.4813
06-04-2023,24,-536.8457
06-04-2023,25,-510.4656
06-04-2023,26,-665.6571
06-04-2023,27,-219.18568
06-04-2023,28,-556.4542
06-04-2023,29,-939.197
06-04-2023,30,-794.9226
06-04-2023,31,-656.1885
06-04-2023,32,-443.4532
06-04-2023,33,-760.8772
06-04-2023,34,-619.5677
06-04-2023,35,-458.57687
06-04-2023,36,-455.48422
06-04-2023,37,-321.56906
06-04-2023,38,-279.3802
06-04-2023,39,-216.79501
06-04-2023,40,94.1077
06-04-2023,41,-61.317
06-04-2023,42,-19.9731
06-04-2023,43,414.4651
06-04-2023,44,228.7509
06-04-2023,45,154.2469
06-04-2023,46,-73.90763
06-04-2023,47,52.6753
06-04-2023,48,-97.58029
07-04-2023,1,-11.53
07-04-2023,2,-35.8485
07-04-2023,3,-48.91221
07-04-2023,4,67.46261
07-04-2023,5,-155.00401
07-04-2023,6,-177.99739
07-04-2023,7,-74.4464
07-04-2023,8,-14.64729
07-04-2023,9,51.2619
07-04-2023,10,7.1904
07-04-2023,11,-121.27191
07-04-2023,12,22.437
07-04-2023,13,-55.07129
07-04-2023,14,-162.60373
07-04-2023,15,48.4314
07-04-2023,16,18.0486
07-04-2023,17,-124.2181
07-04-2023,18,-203.66869
07-04-2023,19,-412.2189
07-04-2023,20,-594.6561
07-04-2023,21,-532.7124
07-04-2023,22,-489.0825
07-04-2023,23,-431.0148
07-04-2023,24,-264.50012
07-04-2023,25,50.3032
07-04-2023,26,-85.30449
07-04-2023,27,-431.22098
07-04-2023,28,-686.247
07-04-2023,29,-726.3649
07-04-2023,30,-614.36285
07-04-2023,31,-517.9497
07-04-2023,32,-470.49942
07-04-2023,33,-788.8284
07-04-2023,34,-444.95248
07-04-2023,35,-516.976
07-04-2023,36,-381.5372
07-04-2023,37,-528.7127
07-04-2023,38,-78.5067
07-04-2023,39,-9.95431
07-04-2023,40,13.9722
07-04-2023,41,-124.85219
07-04-2023,42,-216.6083
07-04-2023,43,-311.1631
07-04-2023,44,-441.8653
07-04-2023,45,-199.7348
07-04-2023,46,-271.1047
07-04-2023,47,-357.5875
07-04-2023,48,-222.659
08-04-2023,1,54.1451
08-04-2023,2,-40.2467
08-04-2023,3,6.7962
08-04-2023,4,59.5682
08-04-2023,5,106.1848
08-04-2023,6,-114.707
08-04-2023,7,-112.98461
08-04-2023,8,-71.32307
08-04-2023,9,-30.5796
08-04-2023,10,-192.55559
08-04-2023,11,-110.76939
08-04-2023,12,-215.72688
08-04-2023,13,-52.80056
08-04-2023,14,15.4716
08-04-2023,15,51.87421
08-04-2023,16,0.0567
08-04-2023,17,107.18081
08-04-2023,18,-48.3361
08-04-2023,19,1.6649
08-04-2023,20,-45.04381
08-04-2023,21,-431.8084
08-04-2023,22,-507.8959
08-04-2023,23,-248.3626
08-04-2023,24,-192.3051
08-04-2023,25,-39.0499
08-04-2023,26,-229.39
08-04-2023,27,-379.8263
08-04-2023,28,-334.0608
08-04-2023,29,-542.1419
08-04-2023,30,-543.1443
08-04-2023,31,-283.0442
08-04-2023,32,-189.6324
08-04-2023,33,-276.4637
08-04-2023,34,22.6
08-04-2023,35,125.08029
08-04-2023,36,43.3043
08-04-2023,37,99.8586
08-04-2023,38,152.4794
08-04-2023,39,91.66241
08-04-2023,40,255.7269
08-04-2023,41,252.1238
08-04-2023,42,-23.4511
08-04-2023,43,23.5361
08-04-2023,44,230.696
08-04-2023,45,454.3846
08-04-2023,46,-54.65178
08-04-2023,47,-282.1434
08-04-2023,48,-250.94171
09-04-2023,1,-29.70711
09-04-2023,2,-39.18349
09-04-2023,3,-473.7064
09-04-2023,4,-471.5229
09-04-2023,5,-447.1516
09-04-2023,6,-455.44702
09-04-2023,7,-89.49
09-04-2023,8,-231.71071
09-04-2023,9,-95.99021
09-04-2023,10,-52.11617
09-04-2023,11,-172.78484
09-04-2023,12,-339.5949
09-04-2023,13,-80.3279
09-04-2023,14,77.3369
09-04-2023,15,-127.8114
09-04-2023,16,143.3896
09-04-2023,17,165.19269
09-04-2023,18,162.56909
09-04-2023,19,77.9494
09-04-2023,20,362.7373
09-04-2023,21,-226.15758
09-04-2023,22,-611.7338
09-04-2023,23,-544.8898
09-04-2023,24,-558.89343
09-04-2023,25,-95.2763
09-04-2023,26,-64.9489
09-04-2023,27,-314.0855
09-04-2023,28,-374.08978
09-04-2023,29,-152.36299
09-04-2023,30,-45.57868
09-04-2023,31,-130.87952
09-04-2023,32,-175.7502
09-04-2023,33,-86.47662
09-04-2023,34,-255.68633
09-04-2023,35,-230.82474
09-04-2023,36,-258.3698
09-04-2023,37,-181.45049
09-04-2023,38,-163.71461
09-04-2023,39,-147.0565
09-04-2023,40,-71.58827
09-04-2023,41,-196.16512
09-04-2023,42,-170.90541
09-04-2023,43,-99.29992
09-04-2023,44,-116.13817
09-04-2023,45,-110.84421
09-04-2023,46,-119.91115
09-04-2023,47,74.5268
09-04-2023,48,-24.99856
10-04-2023,1,-311.38226
10-04-2023,2,-531.1175
10-04-2023,3,-1072.3696
10-04-2023,4,-493.728
10-04-2023,5,-418.49567
10-04-2023,6,-549.24146
10-04-2023,7,-523.3794
10-04-2023,8,-514.4034
10-04-2023,9,-669.4499
10-04-2023,10,-700.6918
10-04-2023,11,-715.7205
10-04-2023,12,-424.9931
10-04-2023,13,-291.2534
10-04-2023,14,-511.6544
10-04-2023,15,-774.9209
10-04-2023,16,-261.6025
10-04-2023,17,-603.8841
10-04-2023,18,-484.5885
10-04-2023,19,-390.8198
10-04-2023,20,-70.5829
10-04-2023,21,-397.4633
10-04-2023,22,-110.31179
10-04-2023,23,252.8226
10-04-2023,24,193.80441
10-04-2023,25,-44.7191
10-04-2023,26,-653.97
10-04-2023,27,-853.1679
10-04-2023,28,-1019.8613
10-04-2023,29,-1105.2029
10-04-2023,30,-1578.1035
10-04-2023,31,-1020.2527
10-04-2023,32,-1869.2585
10-04-2023,33,-1386.3153
10-04-2023,34,-977.7829
10-04-2023,35,-611.8732
10-04-2023,36,-680.8613
10-04-2023,37,-545.23267
10-04-2023,38,-207.94987
10-04-2023,39,-48.25607
10-04-2023,40,209.3302
10-04-2023,41,94.5954
10-04-2023,42,-6.69791
10-04-2023,43,-94.4776
10-04-2023,44,-258.0185
10-04-2023,45,-357.57104
10-04-2023,46,-649.3347
10-04-2023,47,-992.1203
10-04-2023,48,-1291.6752
11-04-2023,1,-937.0157
11-04-2023,2,-1007.9685
11-04-2023,3,-723.6092
11-04-2023,4,-591.3198
11-04-2023,5,-599.0744
11-04-2023,6,-602.0833
11-04-2023,7,-287.2973
11-04-2023,8,-264.2226
11-04-2023,9,-116.31939
11-04-2023,10,-88.68926
11-04-2023,11,-146.00983
11-04-2023,12,-224.60648
11-04-2023,13,65.8022
11-04-2023,14,369.54938
11-04-2023,15,354.8111
11-04-2023,16,450.1293
11-04-2023,17,-61.8162
11-04-2023,18,170.2166
11-04-2023,19,-83.98649
11-04-2023,20,-350.4555
11-04-2023,21,-602.218
11-04-2023,22,-414.379
11-04-2023,23,-454.42908
11-04-2023,24,-691.5761
11-04-2023,25,-627.9328
11-04-2023,25,-627.9328
11-04-2023,26,-375.4956
11-04-2023,27,-250.2837
11-04-2023,28,-71.6702
11-04-2023,29,54.132
11-04-2023,30,105.32569
11-04-2023,31,-103.8516
11-04-2023,32,-73.23421
11-04-2023,33,247.7049
11-04-2023,34,255.97247
11-04-2023,35,490.5452
11-04-2023,36,-26.9414
11-04-2023,37,14.8187
11-04-2023,38,-196.3726
11-04-2023,39,59.9441
11-04-2023,40,204.8241
11-04-2023,41,147.4338
11-04-2023,42,88.311
11-04-2023,43,277.1534
11-04-2023,44,518.8024
11-04-2023,45,422.3923
11-04-2023,46,761.7655
11-04-2023,47,1684.7174
11-04-2023,48,1121.7356
12-04-2023,1,876.0133
12-04-2023,2,640.3642
12-04-2023,3,-117.21646
12-04-2023,4,-20.959
12-04-2023,5,68.2144
12-04-2023,6,-234.50864
12-04-2023,7,-53.0947
12-04-2023,8,76.03139
12-04-2023,9,211.56969
12-04-2023,10,85.375
12-04-2023,11,-358.5021
12-04-2023,12,18.9449
12-04-2023,13,119.42082
12-04-2023,14,339.4152
12-04-2023,15,6.2764
12-04-2023,16,-133.1869
12-04-2023,17,-171.63205
12-04-2023,18,-61.44191
12-04-2023,19,277.3965
12-04-2023,20,-190.277
12-04-2023,21,-379.6669
12-04-2023,22,-291.81726
12-04-2023,23,-105.00489
12-04-2023,24,67.1862
12-04-2023,25,87.5963
12-04-2023,26,82.86391
12-04-2023,27,71.12339
12-04-2023,28,-124.52682
12-04-2023,29,-459.455
12-04-2023,30,-527.61816
12-04-2023,31,-122.8369
12-04-2023,32,-86.48642
12-04-2023,33,136.9759
12-04-2023,34,175.6507
12-04-2023,35,336.3212
12-04-2023,36,308.38998
12-04-2023,37,433.8472
12-04-2023,38,560.3463
12-04-2023,39,456.0833
12-04-2023,40,706.6978
12-04-2023,41,797.4927
12-04-2023,42,509.131
12-04-2023,43,275.7974
12-04-2023,44,102.9446
12-04-2023,45,90.3198
12-04-2023,46,-88.02659
12-04-2023,47,-486.44232
12-04-2023,48,-685.0916
13-04-2023,1,-270.4655
13-04-2023,2,-124.9571
13-04-2023,3,264.00632
13-04-2023,4,333.0802
13-04-2023,5,444.62482
13-04-2023,6,254.2561
13-04-2023,7,58.751
13-04-2023,8,148.71199
13-04-2023,9,149.4589
13-04-2023,10,-46.34972
13-04-2023,11,-102.29091
13-04-2023,12,-136.6855
13-04-2023,13,89.0367
13-04-2023,14,182.67628
13-04-2023,15,240.4047
13-04-2023,16,251.2481
13-04-2023,17,51.1658
13-04-2023,18,99.8591
13-04-2023,19,212.03981
13-04-2023,20,-133.9148
13-04-2023,21,3.4622
13-04-2023,22,-92.5296
13-04-2023,23,-67.9207
13-04-2023,24,-80.5423
13-04-2023,25,-58.1248
13-04-2023,26,-124.9641
13-04-2023,27,-64.6498
13-04-2023,28,187.32239
13-04-2023,29,148.2951
13-04-2023,30,-79.695
13-04-2023,31,-477.4634
13-04-2023,32,-720.3553
13-04-2023,33,-1072.3927
13-04-2023,34,-1017.0835
13-04-2023,35,5.7513
13-04-2023,36,190.7701
13-04-2023,37,11.3215
13-04-2023,38,126.26121
13-04-2023,39,-260.4795
13-04-2023,40,-257.5942
13-04-2023,41,-171.59972
13-04-2023,42,184.4933
13-04-2023,43,501.3148
13-04-2023,44,397.7443
13-04-2023,45,489.9425
13-04-2023,46,-56.2809
13-04-2023,47,1.6525
13-04-2023,48,-253.6187
14-04-2023,1,-89.766
14-04-2023,2,-142.4493
14-04-2023,3,-25.2607
14-04-2023,4,238.0799
14-04-2023,5,153.0707
14-04-2023,6,18.125
14-04-2023,7,-405.2867
14-04-2023,8,-389.1733
14-04-2023,9,-147.7603
14-04-2023,10,-546.3892
14-04-2023,11,-36.86089
14-04-2023,12,-191.8744
14-04-2023,13,-0.3011
14-04-2023,14,105.8415
14-04-2023,15,-108.54961
14-04-2023,16,71.2779
14-04-2023,17,-27.84121
14-04-2023,18,40.08141
14-04-2023,19,-171.392
14-04-2023,20,-249.95332
14-04-2023,21,-80.56691
14-04-2023,22,-106.4291
14-04-2023,23,148.2863
14-04-2023,24,-51.7031
14-04-2023,25,-219.36
14-04-2023,26,37.577
14-04-2023,27,-4.3219
14-04-2023,28,-206.4685
14-04-2023,29,-224.29909
14-04-2023,30,-25.8536
14-04-2023,31,18.0301
14-04-2023,32,-113.70211
14-04-2023,33,-413.18668
14-04-2023,34,-291.1358
14-04-2023,35,-306.6802
14-04-2023,36,-271.5698
14-04-2023,37,18.7499
14-04-2023,38,118.5075
14-04-2023,39,54.9826
14-04-2023,40,224.88649
14-04-2023,41,279.2936
14-04-2023,42,314.754
14-04-2023,43,286.4559
14-04-2023,44,69.257
14-04-2023,45,309.8637
14-04-2023,46,107.9932
14-04-2023,47,-153.37099
14-04-2023,48,7.1436
15-04-2023,1,137.0918
15-04-2023,2,181.4776
15-04-2023,3,188.6671
15-04-2023,4,324.6264
15-04-2023,5,7.0876
15-04-2023,6,-230.44809
15-04-2023,7,-71.1655
15-04-2023,8,-56.7829
15-04-2023,9,29.7983
15-04-2023,10,-95.041
15-04-2023,11,-0.68889
15-04-2023,12,-136.0226
15-04-2023,13,-230.9107
15-04-2023,14,-58.81961
15-04-2023,15,-79.2094
15-04-2023,16,94.8589
15-04-2023,17,62.3917
15-04-2023,18,145.27
15-04-2023,19,143.91821
15-04-2023,20,-0.9481
15-04-2023,21,-88.9354
15-04-2023,22,-194.6001
15-04-2023,23,-76.31
15-04-2023,24,-401.5075
15-04-2023,25,-239.4706
15-04-2023,26,-242.9496
15-04-2023,27,-139.6865
15-04-2023,28,-120.1918
15-04-2023,29,69.8654
15-04-2023,30,-70.22499
15-04-2023,31,-187.93341
15-04-2023,32,-315.53848
15-04-2023,33,-396.5681
15-04-2023,34,-385.8959
15-04-2023,35,-633.7666
15-04-2023,36,-512.0499
15-04-2023,37,41.2323
15-04-2023,38,223.6833
15-04-2023,39,150.08899
15-04-2023,40,168.4104
15-04-2023,41,-116.65471
15-04-2023,42,-153.0146
15-04-2023,43,-63.3126
15-04-2023,44,-425.8896
15-04-2023,45,-253.26
15-04-2023,46,-237.1226
15-04-2023,47,-419.6195
15-04-2023,48,-330.632
16-04-2023,1,-219.4153
16-04-2023,2,-324.1092
16-04-2023,3,-99.6477
16-04-2023,4,68.89039
16-04-2023,5,-58.579
16-04-2023,6,-3.40868
16-04-2023,7,189.0143
16-04-2023,8,189.787
16-04-2023,9,27.47401
16-04-2023,10,-19.75008
16-04-2023,11,53.3545
16-04-2023,12,94.8415
16-04-2023,13,-16.1725
16-04-2023,14,-156.43901
16-04-2023,15,-253.7564
16-04-2023,16,-246.43439
16-04-2023,17,-380.721
16-04-2023,18,-195.66908
16-04-2023,19,-216.26048
16-04-2023,20,-10.7584
16-04-2023,21,2.37503
16-04-2023,22,-75.3199
16-04-2023,23,-269.61978
16-04-2023,24,-162.2828
16-04-2023,25,18.2155
16-04-2023,26,39.68719
16-04-2023,27,178.3072
16-04-2023,28,98.26958
16-04-2023,29,65.56696
16-04-2023,30,217.0068
16-04-2023,31,234.003
16-04-2023,32,160.11029
16-04-2023,33,228.03362
16-04-2023,34,119.35421
16-04-2023,35,124.56668
16-04-2023,36,95.26281
16-04-2023,37,272.6531
16-04-2023,38,166.1164
16-04-2023,39,135.01422
16-04-2023,40,143.62822
16-04-2023,41,111.7856
16-04-2023,42,2.7335
16-04-2023,43,112.9566
16-04-2023,44,78.4487
16-04-2023,45,76.807
16-04-2023,46,-211.2961
16-04-2023,47,151.0127
16-04-2023,48,164.28198
17-04-2023,1,123.6797
17-04-2023,2,142.81648
17-04-2023,3,101.119
17-04-2023,4,124.9239
17-04-2023,5,20.6984
17-04-2023,6,-118.44532
17-04-2023,7,-61.916
17-04-2023,8,-150.43971
17-04-2023,9,268.517
17-04-2023,10,-51.58371
17-04-2023,11,-164.4971
17-04-2023,12,-204.25891
17-04-2023,13,318.3704
17-04-2023,14,461.1084
17-04-2023,15,601.0502
17-04-2023,16,1100.5153
17-04-2023,17,187.6972
17-04-2023,18,263.4888
17-04-2023,19,190.5876
17-04-2023,20,195.4598
17-04-2023,21,68.4947
17-04-2023,22,130.3559
17-04-2023,23,67.2242
17-04-2023,24,141.0157
17-04-2023,25,-33.674
17-04-2023,26,41.1072
17-04-2023,27,195.2577
17-04-2023,28,287.9787
17-04-2023,29,189.9141
17-04-2023,30,207.9237
17-04-2023,31,144.2534
17-04-2023,32,180.1686
17-04-2023,33,36.3653
17-04-2023,34,185.7739
17-04-2023,35,140.9548
17-04-2023,36,165.8727
17-04-2023,37,-65.5321
17-04-2023,38,31.7245
17-04-2023,39,264.941
17-04-2023,40,249.0466
17-04-2023,41,269.9898
17-04-2023,42,111.0917
17-04-2023,43,171.7949
17-04-2023,44,183.44159
17-04-2023,45,538.7429
17-04-2023,46,241.3316
17-04-2023,47,270.6946
17-04-2023,48,284.3801
18-04-2023,1,125.2417
18-04-2023,2,41.795
18-04-2023,3,215.8674
18-04-2023,4,458.7873
18-04-2023,5,370.5291
18-04-2023,6,95.8
18-04-2023,7,-64.2056
18-04-2023,8,-45.248
18-04-2023,9,81.051
18-04-2023,10,-106.03919
18-04-2023,11,224.8861
18-04-2023,12,-12.6354
18-04-2023,13,146.6442
18-04-2023,14,492.2391
18-04-2023,15,121.20269
18-04-2023,16,459.3173
18-04-2023,17,329.0917
18-04-2023,18,62.3792
18-04-2023,19,418.0584
18-04-2023,20,41.4507
18-04-2023,21,-4.199
18-04-2023,22,169.74152
18-04-2023,23,186.7769
18-04-2023,24,34.0728
18-04-2023,25,81.83219
18-04-2023,25,81.83219
18-04-2023,26,26.4187
18-04-2023,27,-27.9844
18-04-2023,28,-79.2626
18-04-2023,29,-93.69129
18-04-2023,30,-195.057
18-04-2023,31,-91.3937
18-04-2023,32,52.2464
18-04-2023,33,-112.38539
18-04-2023,34,-167.8124
18-04-2023,35,-58.096
18-04-2023,36,-40.2236
18-04-2023,37,117.902
18-04-2023,38,332.4983
18-04-2023,39,401.4016
18-04-2023,40,544.1809
18-04-2023,41,760.4042
18-04-2023,42,727.579
18-04-2023,43,259.9661
18-04-2023,44,-6.0127
18-04-2023,45,-38.5388
18-04-2023,46,-3.03049
18-04-2023,47,-179.1402
18-04-2023,48,-325.4059
19-04-2023,1,-382.7071
19-04-2023,2,-345.132
19-04-2023,3,-215.398
19-04-2023,4,203.61021
19-04-2023,5,164.35791
19-04-2023,6,49.6753
19-04-2023,7,14.0502
19-04-2023,8,-70.32369
19-04-2023,9,-177.6998
19-04-2023,10,-117.81089
19-04-2023,11,386.716
19-04-2023,12,333.0487
19-04-2023,13,312.7691
19-04-2023,14,522.8044
19-04-2023,15,259.8748
19-04-2023,16,641.9148
19-04-2023,17,486.3
19-04-2023,18,515.9766
19-04-2023,19,344.0433
19-04-2023,20,54.7812
19-04-2023,21,-118.25299
19-04-2023,22,-156.13998
19-04-2023,23,154.9647
19-04-2023,24,182.1052
19-04-2023,25,-95.9979
19-04-2023,26,-332.9047
19-04-2023,27,-279.1208
19-04-2023,28,-386.9402
19-04-2023,29,-61.97611
19-04-2023,30,-445.6401
19-04-2023,31,-756.6721
19-04-2023,32,-386.57
19-04-2023,33,-136.6234
19-04-2023,34,-101.0947
19-04-2023,35,-372.9937
19-04-2023,36,-411.9211
19-04-2023,37,-140.6248
19-04-2023,38,76.8043
19-04-2023,39,234.2758
19-04-2023,40,426.3128
19-04-2023,41,198.2208
19-04-2023,42,130.8583
19-04-2023,43,38.3998
