StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2022-11-15T02:30:00Z,APXMIDP,2022-11-15,6,73.12,1258.45
2022-11-15T02:00:00Z,APXMIDP,2022-11-15,5,85.57,1362.35
2022-11-15T01:30:00Z,APXMIDP,2022-11-15,4,91.93,1634.25
2022-11-15T01:00:00Z,APXMIDP,2022-11-15,3,73.25,1091.95
2022-11-15T00:30:00Z,APXMIDP,2022-11-15,2,74.61,1078.5
2022-11-15T00:00:00Z,APXMIDP,2022-11-15,1,89.11,972.45
2022-11-14T23:30:00Z,APXMIDP,2022-11-14,48,86.67,1213.4
2022-11-14T23:00:00Z,APXMIDP,2022-11-14,47,92.89,805.35
2022-11-14T22:30:00Z,APXMIDP,2022-11-14,46,106.41,2163.35
2022-11-14T22:00:00Z,APXMIDP,2022-11-14,45,108.83,1972.4
2022-11-14T21:30:00Z,APXMIDP,2022-11-14,44,102.4,2168.6
2022-11-14T21:00:00Z,APXMIDP,2022-11-14,43,115.59,2073.35
2022-11-14T20:30:00Z,APXMIDP,2022-11-14,42,123.29,2480.55
2022-11-14T20:00:00Z,APXMIDP,2022-11-14,41,131.79,2319.15
2022-11-14T19:30:00Z,APXMIDP,2022-11-14,40,119.64,2486.3
2022-11-14T19:00:00Z,APXMIDP,2022-11-14,39,136.06,2286.65
2022-11-14T18:30:00Z,APXMIDP,2022-11-14,38,130.86,2690.75
2022-11-14T18:00:00Z,APXMIDP,2022-11-14,37,145.41,2819.85
2022-11-14T17:30:00Z,APXMIDP,2022-11-14,36,139.26,2400.6
2022-11-14T17:00:00Z,APXMIDP,2022-11-14,35,148.98,2104.8
2022-11-14T16:30:00Z,APXMIDP,2022-11-14,34,155.96,2257.4
2022-11-14T16:00:00Z,APXMIDP,2022-11-14,33,125.18,2269.45
2022-11-14T15:30:00Z,APXMIDP,2022-11-14,32,139.36,2079.3
2022-11-14T15:00:00Z,APXMIDP,2022-11-14,31,131.56,1954.25
2022-11-14T14:30:00Z,APXMIDP,2022-11-14,30,98.96,2267.7
2022-11-14T14:00:00Z,APXMIDP,2022-11-14,29,98.78,2277.5
2022-11-14T13:30:00Z,APXMIDP,2022-11-14,28,110.02,2284.05
2022-11-14T13:00:00Z,APXMIDP,2022-11-14,27,109.85,1932.05
2022-11-14T12:30:00Z,APXMIDP,2022-11-14,26,88.41,1689.55
2022-11-14T12:00:00Z,APXMIDP,2022-11-14,25,83.66,1688.95
2022-11-14T11:30:00Z,APXMIDP,2022-11-14,24,86.24,1664.9
2022-11-14T11:00:00Z,APXMIDP,2022-11-14,23,82.39,1789.15
2022-11-14T10:30:00Z,APXMIDP,2022-11-14,22,93.52,1882.1
2022-11-14T10:00:00Z,APXMIDP,2022-11-14,21,104.39,1442.55
2022-11-14T09:30:00Z,APXMIDP,2022-11-14,20,106.97,1388.85
2022-11-14T09:00:00Z,APXMIDP,2022-11-14,19,106.99,1495.5
2022-11-14T08:30:00Z,APXMIDP,2022-11-14,18,104.66,934.95
2022-11-14T08:00:00Z,APXMIDP,2022-11-14,17,102.45,1081.2
2022-11-14T07:30:00Z,APXMIDP,2022-11-14,16,125.71,1283.25
2022-11-14T07:00:00Z,APXMIDP,2022-11-14,15,116.75,1630.25
2022-11-14T06:30:00Z,APXMIDP,2022-11-14,14,111.19,1273.15
2022-11-14T06:00:00Z,APXMIDP,2022-11-14,13,115.45,1365.15
2022-11-14T05:30:00Z,APXMIDP,2022-11-14,12,117.95,1158.7
2022-11-14T05:00:00Z,APXMIDP,2022-11-14,11,94.25,890.5
2022-11-14T04:30:00Z,APXMIDP,2022-11-14,10,106.47,1141.25
2022-11-14T04:00:00Z,APXMIDP,2022-11-14,9,109.75,1033.7
2022-11-14T03:30:00Z,APXMIDP,2022-11-14,8,105.17,957.8
2022-11-14T03:00:00Z,APXMIDP,2022-11-14,7,111.82,891.85
2022-11-14T02:30:00Z,APXMIDP,2022-11-14,6,124.06,1258.1
2022-11-14T02:00:00Z,APXMIDP,2022-11-14,5,131.8,1310.8
2022-11-14T01:30:00Z,APXMIDP,2022-11-14,4,133.37,1113.45
2022-11-14T01:00:00Z,APXMIDP,2022-11-14,3,128.24,942.4
2022-11-14T00:30:00Z,APXMIDP,2022-11-14,2,122.28,783.65
2022-11-14T00:00:00Z,APXMIDP,2022-11-14,1,115.56,882.7
2022-11-13T23:30:00Z,APXMIDP,2022-11-13,48,117.76,903.2
2022-11-13T23:00:00Z,APXMIDP,2022-11-13,47,134.14,1066.35
2022-11-13T22:30:00Z,APXMIDP,2022-11-13,46,133.33,1878.6
2022-11-13T22:00:00Z,APXMIDP,2022-11-13,45,127.52,1763.7
2022-11-13T21:30:00Z,APXMIDP,2022-11-13,44,139.59,1650.8
2022-11-13T21:00:00Z,APXMIDP,2022-11-13,43,143.33,1520.25
2022-11-13T20:30:00Z,APXMIDP,2022-11-13,42,131.82,2099.25
2022-11-13T20:00:00Z,APXMIDP,2022-11-13,41,146.57,1878.95
2022-11-13T19:30:00Z,APXMIDP,2022-11-13,40,144.32,1930.3
2022-11-13T19:00:00Z,APXMIDP,2022-11-13,39,153.45,1922.8
2022-11-13T18:30:00Z,APXMIDP,2022-11-13,38,169.6,1637.2
2022-11-13T18:00:00Z,APXMIDP,2022-11-13,37,178.13,1666.55
2022-11-13T17:30:00Z,APXMIDP,2022-11-13,36,183.55,1497.0
2022-11-13T17:00:00Z,APXMIDP,2022-11-13,35,180.17,1515.8
2022-11-13T16:30:00Z,APXMIDP,2022-11-13,34,167.05,1698.15
2022-11-13T16:00:00Z,APXMIDP,2022-11-13,33,150.16,1680.05
2022-11-13T15:30:00Z,APXMIDP,2022-11-13,32,156.27,1306.9
2022-11-13T15:00:00Z,APXMIDP,2022-11-13,31,161.27,1163.8
2022-11-13T14:30:00Z,APXMIDP,2022-11-13,30,131.12,1594.25
2022-11-13T14:00:00Z,APXMIDP,2022-11-13,29,141.92,1562.2
2022-11-13T13:30:00Z,APXMIDP,2022-11-13,28,136.31,1400.15
2022-11-13T13:00:00Z,APXMIDP,2022-11-13,27,150.93,1329.8
2022-11-13T12:30:00Z,APXMIDP,2022-11-13,26,146.21,1367.2
2022-11-13T12:00:00Z,APXMIDP,2022-11-13,25,150.19,1250.05
2022-11-13T11:30:00Z,APXMIDP,2022-11-13,24,153.42,1218.0
2022-11-13T11:00:00Z,APXMIDP,2022-11-13,23,153.38,1179.6
2022-11-13T10:30:00Z,APXMIDP,2022-11-13,22,143.36,1411.9
2022-11-13T10:00:00Z,APXMIDP,2022-11-13,21,142.91,1433.2
2022-11-13T09:30:00Z,APXMIDP,2022-11-13,20,145.49,1273.4
2022-11-13T09:00:00Z,APXMIDP,2022-11-13,19,143.9,1240.9
2022-11-13T08:30:00Z,APXMIDP,2022-11-13,18,136.33,1050.65
2022-11-13T08:00:00Z,APXMIDP,2022-11-13,17,132.6,1000.5
2022-11-13T07:30:00Z,APXMIDP,2022-11-13,16,136.1,981.35
2022-11-13T07:00:00Z,APXMIDP,2022-11-13,15,115.29,1135.65
2022-11-13T06:30:00Z,APXMIDP,2022-11-13,14,116.37,1165.25
2022-11-13T06:00:00Z,APXMIDP,2022-11-13,13,110.62,1214.55
2022-11-13T05:30:00Z,APXMIDP,2022-11-13,12,110.52,1140.55
2022-11-13T05:00:00Z,APXMIDP,2022-11-13,11,117.31,1080.55
2022-11-13T04:30:00Z,APXMIDP,2022-11-13,10,114.75,1343.05
2022-11-13T04:00:00Z,APXMIDP,2022-11-13,9,123.66,1359.1
2022-11-13T03:30:00Z,APXMIDP,2022-11-13,8,119.51,1126.7
2022-11-13T03:00:00Z,APXMIDP,2022-11-13,7,108.75,1586.35
2022-11-13T02:30:00Z,APXMIDP,2022-11-13,6,121.43,1675.4
2022-11-13T02:00:00Z,APXMIDP,2022-11-13,5,128.95,1684.4
2022-11-13T01:30:00Z,APXMIDP,2022-11-13,4,127.98,1459.75
2022-11-13T01:00:00Z,APXMIDP,2022-11-13,3,126.38,1666.9
2022-11-13T00:30:00Z,APXMIDP,2022-11-13,2,135.54,1543.15
2022-11-13T00:00:00Z,APXMIDP,2022-11-13,1,134.58,1858.1
2022-11-12T23:30:00Z,APXMIDP,2022-11-12,48,134.97,1352.15
2022-11-12T23:00:00Z,APXMIDP,2022-11-12,47,135.13,1555.15
2022-11-12T22:30:00Z,APXMIDP,2022-11-12,46,123.9,1609.1
2022-11-12T22:00:00Z,APXMIDP,2022-11-12,45,130.55,1667.85
2022-11-12T21:30:00Z,APXMIDP,2022-11-12,44,136.05,1411.95
2022-11-12T21:00:00Z,APXMIDP,2022-11-12,43,135.47,1547.5
2022-11-12T20:30:00Z,APXMIDP,2022-11-12,42,145.35,1244.75
2022-11-12T20:00:00Z,APXMIDP,2022-11-12,41,139.26,1459.2
2022-11-12T19:30:00Z,APXMIDP,2022-11-12,40,131.21,1129.2
2022-11-12T19:00:00Z,APXMIDP,2022-11-12,39,142.55,951.0
2022-11-12T18:30:00Z,APXMIDP,2022-11-12,38,150.28,1194.9
2022-11-12T18:00:00Z,APXMIDP,2022-11-12,37,167.36,1206.05
2022-11-12T17:30:00Z,APXMIDP,2022-11-12,36,170.96,1196.3
2022-11-12T17:00:00Z,APXMIDP,2022-11-12,35,156.57,1277.4
2022-11-12T16:30:00Z,APXMIDP,2022-11-12,34,139.29,1343.75
2022-11-12T16:00:00Z,APXMIDP,2022-11-12,33,128.05,1056.5
2022-11-12T15:30:00Z,APXMIDP,2022-11-12,32,133.81,821.6
2022-11-12T15:00:00Z,APXMIDP,2022-11-12,31,134.62,1057.75
2022-11-12T14:30:00Z,APXMIDP,2022-11-12,30,124.21,943.55
2022-11-12T14:00:00Z,APXMIDP,2022-11-12,29,120.9,910.2
2022-11-12T13:30:00Z,APXMIDP,2022-11-12,28,115.66,1041.4
2022-11-12T13:00:00Z,APXMIDP,2022-11-12,27,114.19,1059.5
2022-11-12T12:30:00Z,APXMIDP,2022-11-12,26,116.85,1017.65
2022-11-12T12:00:00Z,APXMIDP,2022-11-12,25,121.7,1027.75
2022-11-12T11:30:00Z,APXMIDP,2022-11-12,24,101.14,1045.4
2022-11-12T11:00:00Z,APXMIDP,2022-11-12,23,121.62,974.45
2022-11-12T10:30:00Z,APXMIDP,2022-11-12,22,128.29,1289.95
2022-11-12T10:00:00Z,APXMIDP,2022-11-12,21,134.5,1369.5
2022-11-12T09:30:00Z,APXMIDP,2022-11-12,20,134.81,1084.0
2022-11-12T09:00:00Z,APXMIDP,2022-11-12,19,136.24,1073.9
2022-11-12T08:30:00Z,APXMIDP,2022-11-12,18,131.26,1006.35
2022-11-12T08:00:00Z,APXMIDP,2022-11-12,17,116.48,939.75
2022-11-12T07:30:00Z,APXMIDP,2022-11-12,16,111.63,907.55
2022-11-12T07:00:00Z,APXMIDP,2022-11-12,15,102.12,1036.9
2022-11-12T06:30:00Z,APXMIDP,2022-11-12,14,99.77,749.5
2022-11-12T06:00:00Z,APXMIDP,2022-11-12,13,136.86,820.1
2022-11-12T05:30:00Z,APXMIDP,2022-11-12,12,116.7,616.0
2022-11-12T05:00:00Z,APXMIDP,2022-11-12,11,111.34,613.8
2022-11-12T04:30:00Z,APXMIDP,2022-11-12,10,86.59,735.8
2022-11-12T04:00:00Z,APXMIDP,2022-11-12,9,78.01,674.45
2022-11-12T03:30:00Z,APXMIDP,2022-11-12,8,78.66,605.45
2022-11-12T03:00:00Z,APXMIDP,2022-11-12,7,78.85,638.4
2022-11-12T02:30:00Z,APXMIDP,2022-11-12,6,108.28,767.65
2022-11-12T02:00:00Z,APXMIDP,2022-11-12,5,108.77,766.05
2022-11-12T01:30:00Z,APXMIDP,2022-11-12,4,107.46,791.7
2022-11-12T01:00:00Z,APXMIDP,2022-11-12,3,123.75,572.8
2022-11-12T00:30:00Z,APXMIDP,2022-11-12,2,133.49,855.35
2022-11-12T00:00:00Z,APXMIDP,2022-11-12,1,113.11,536.8
2022-11-25T23:30:00Z,APXMIDP,2022-11-25,48,137.5,751.25
2022-11-25T23:00:00Z,APXMIDP,2022-11-25,47,146.31,902.65
2022-11-25T22:30:00Z,APXMIDP,2022-11-25,46,135.44,1739.55
2022-11-25T22:00:00Z,APXMIDP,2022-11-25,45,135.99,1641.05
2022-11-25T21:30:00Z,APXMIDP,2022-11-25,44,130.15,1459.0
2022-11-25T21:00:00Z,APXMIDP,2022-11-25,43,126.38,1585.65
2022-11-25T20:30:00Z,APXMIDP,2022-11-25,42,115.72,1495.45
2022-11-25T20:00:00Z,APXMIDP,2022-11-25,41,121.64,1369.2
2022-11-25T19:30:00Z,APXMIDP,2022-11-25,40,131.12,1342.55
2022-11-25T19:00:00Z,APXMIDP,2022-11-25,39,141.28,1456.05
2022-11-25T18:30:00Z,APXMIDP,2022-11-25,38,142.29,1603.45
2022-11-25T18:00:00Z,APXMIDP,2022-11-25,37,145.9,1515.95
2022-11-25T17:30:00Z,APXMIDP,2022-11-25,36,163.15,1469.7
2022-11-25T17:00:00Z,APXMIDP,2022-11-25,35,174.11,1579.8
2022-11-25T16:30:00Z,APXMIDP,2022-11-25,34,171.58,1581.3
2022-11-25T16:00:00Z,APXMIDP,2022-11-25,33,131.53,1726.5
2022-11-25T15:30:00Z,APXMIDP,2022-11-25,32,122.43,1531.1
2022-11-25T15:00:00Z,APXMIDP,2022-11-25,31,115.15,1304.35
2022-11-25T14:30:00Z,APXMIDP,2022-11-25,30,130.16,1555.4
2022-11-25T14:00:00Z,APXMIDP,2022-11-25,29,134.31,1705.0
2022-11-25T13:30:00Z,APXMIDP,2022-11-25,28,138.3,1382.85
2022-11-25T13:00:00Z,APXMIDP,2022-11-25,27,143.94,1582.6
2022-11-25T12:30:00Z,APXMIDP,2022-11-25,26,157.14,1383.3
2022-11-25T12:00:00Z,APXMIDP,2022-11-25,25,153.28,1388.95
2022-11-25T11:30:00Z,APXMIDP,2022-11-25,24,146.16,1379.3
2022-11-25T11:00:00Z,APXMIDP,2022-11-25,23,145.61,1494.85
2022-11-25T10:30:00Z,APXMIDP,2022-11-25,22,143.89,1625.7
2022-11-25T10:00:00Z,APXMIDP,2022-11-25,21,159.31,1544.4
2022-11-25T09:30:00Z,APXMIDP,2022-11-25,20,151.77,1907.65
2022-11-25T09:00:00Z,APXMIDP,2022-11-25,19,155.8,1628.65
2022-11-25T08:30:00Z,APXMIDP,2022-11-25,18,153.22,1601.3
2022-11-25T08:00:00Z,APXMIDP,2022-11-25,17,170.54,1329.5
2022-11-25T07:30:00Z,APXMIDP,2022-11-25,16,179.47,1423.1
2022-11-25T07:00:00Z,APXMIDP,2022-11-25,15,135.25,1622.65
2022-11-25T06:30:00Z,APXMIDP,2022-11-25,14,141.47,1244.0
2022-11-25T06:00:00Z,APXMIDP,2022-11-25,13,155.57,1372.35
2022-11-25T05:30:00Z,APXMIDP,2022-11-25,12,148.25,1129.4
2022-11-25T05:00:00Z,APXMIDP,2022-11-25,11,139.73,1219.5
2022-11-25T04:30:00Z,APXMIDP,2022-11-25,10,122.61,1382.4
2022-11-25T04:00:00Z,APXMIDP,2022-11-25,9,125.64,1453.75
2022-11-25T03:30:00Z,APXMIDP,2022-11-25,8,138.82,1111.25
2022-11-25T03:00:00Z,APXMIDP,2022-11-25,7,145.6,1195.35
2022-11-25T02:30:00Z,APXMIDP,2022-11-25,6,143.58,1076.15
2022-11-25T02:00:00Z,APXMIDP,2022-11-25,5,144.5,1174.45
2022-11-25T01:30:00Z,APXMIDP,2022-11-25,4,143.01,945.25
2022-11-25T01:00:00Z,APXMIDP,2022-11-25,3,150.77,1347.85
2022-11-25T00:30:00Z,APXMIDP,2022-11-25,2,160.95,1820.4
2022-11-25T00:00:00Z,APXMIDP,2022-11-25,1,163.54,1547.6
2022-11-24T23:30:00Z,APXMIDP,2022-11-24,48,158.73,1232.85
2022-11-24T23:00:00Z,APXMIDP,2022-11-24,47,163.63,1250.0
2022-11-24T22:30:00Z,APXMIDP,2022-11-24,46,142.2,1480.5
2022-11-24T22:00:00Z,APXMIDP,2022-11-24,45,147.22,1369.8
2022-11-24T21:30:00Z,APXMIDP,2022-11-24,44,142.36,1329.9
2022-11-24T21:00:00Z,APXMIDP,2022-11-24,43,146.26,1583.6
2022-11-24T20:30:00Z,APXMIDP,2022-11-24,42,150.2,1790.4
2022-11-24T20:00:00Z,APXMIDP,2022-11-24,41,152.66,1875.15
2022-11-24T19:30:00Z,APXMIDP,2022-11-24,40,143.34,1857.3
2022-11-24T19:00:00Z,APXMIDP,2022-11-24,39,161.33,1942.8
2022-11-24T18:30:00Z,APXMIDP,2022-11-24,38,156.63,1564.1
2022-11-24T18:00:00Z,APXMIDP,2022-11-24,37,187.76,1818.05
2022-11-24T17:30:00Z,APXMIDP,2022-11-24,36,192.54,1778.45
2022-11-24T17:00:00Z,APXMIDP,2022-11-24,35,177.81,1526.2
2022-11-24T16:30:00Z,APXMIDP,2022-11-24,34,167.16,1604.85
2022-11-24T16:00:00Z,APXMIDP,2022-11-24,33,149.2,1824.5
2022-11-24T15:30:00Z,APXMIDP,2022-11-24,32,143.14,1608.55
2022-11-24T15:00:00Z,APXMIDP,2022-11-24,31,127.74,1232.65
2022-11-24T14:30:00Z,APXMIDP,2022-11-24,30,135.99,1288.9
2022-11-24T14:00:00Z,APXMIDP,2022-11-24,29,133.62,1313.9
2022-11-24T13:30:00Z,APXMIDP,2022-11-24,28,128.72,1375.1
2022-11-24T13:00:00Z,APXMIDP,2022-11-24,27,133.83,1427.95
2022-11-24T12:30:00Z,APXMIDP,2022-11-24,26,138.88,1862.6
2022-11-24T12:00:00Z,APXMIDP,2022-11-24,25,157.17,1820.8
2022-11-24T11:30:00Z,APXMIDP,2022-11-24,24,166.23,1877.0
2022-11-24T11:00:00Z,APXMIDP,2022-11-24,23,172.81,1850.05
2022-11-24T10:30:00Z,APXMIDP,2022-11-24,22,180.1,2104.3
2022-11-24T10:00:00Z,APXMIDP,2022-11-24,21,173.2,1759.85
2022-11-24T09:30:00Z,APXMIDP,2022-11-24,20,165.93,1803.7
2022-11-24T09:00:00Z,APXMIDP,2022-11-24,19,172.38,1726.45
2022-11-24T08:30:00Z,APXMIDP,2022-11-24,18,155.85,1401.1
2022-11-24T08:00:00Z,APXMIDP,2022-11-24,17,166.04,1775.55
2022-11-24T07:30:00Z,APXMIDP,2022-11-24,16,174.58,1549.25
2022-11-24T07:00:00Z,APXMIDP,2022-11-24,15,156.94,1902.4
2022-11-24T06:30:00Z,APXMIDP,2022-11-24,14,148.2,1216.65
2022-11-24T06:00:00Z,APXMIDP,2022-11-24,13,141.65,1037.8
2022-11-24T05:30:00Z,APXMIDP,2022-11-24,12,130.46,693.7
2022-11-24T05:00:00Z,APXMIDP,2022-11-24,11,116.38,559.1
2022-11-24T04:30:00Z,APXMIDP,2022-11-24,10,116.13,951.0
2022-11-24T04:00:00Z,APXMIDP,2022-11-24,9,124.05,830.2
2022-11-24T03:30:00Z,APXMIDP,2022-11-24,8,93.03,662.15
2022-11-24T03:00:00Z,APXMIDP,2022-11-24,7,101.22,657.1
2022-11-24T02:30:00Z,APXMIDP,2022-11-24,6,108.36,897.25
2022-11-24T02:00:00Z,APXMIDP,2022-11-24,5,113.35,871.3
2022-11-24T01:30:00Z,APXMIDP,2022-11-24,4,107.86,825.6
2022-11-24T01:00:00Z,APXMIDP,2022-11-24,3,113.14,748.6
2022-11-24T00:30:00Z,APXMIDP,2022-11-24,2,109.44,942.75
2022-11-24T00:00:00Z,APXMIDP,2022-11-24,1,107.25,551.25
2022-11-23T23:30:00Z,APXMIDP,2022-11-23,48,137.58,657.5
2022-11-23T23:00:00Z,APXMIDP,2022-11-23,47,139.07,877.75
2022-11-23T22:30:00Z,APXMIDP,2022-11-23,46,127.76,1399.6
2022-11-23T22:00:00Z,APXMIDP,2022-11-23,45,125.38,1566.2
2022-11-23T21:30:00Z,APXMIDP,2022-11-23,44,135.1,1378.0
2022-11-23T21:00:00Z,APXMIDP,2022-11-23,43,146.55,1605.1
2022-11-23T20:30:00Z,APXMIDP,2022-11-23,42,146.69,1548.9
2022-11-23T20:00:00Z,APXMIDP,2022-11-23,41,150.15,1439.25
2022-11-23T19:30:00Z,APXMIDP,2022-11-23,40,148.35,1613.45
2022-11-23T19:00:00Z,APXMIDP,2022-11-23,39,147.48,1763.4
2022-11-23T18:30:00Z,APXMIDP,2022-11-23,38,144.62,1934.05
2022-11-23T18:00:00Z,APXMIDP,2022-11-23,37,167.3,2144.0
2022-11-23T17:30:00Z,APXMIDP,2022-11-23,36,165.05,2426.8
2022-11-23T17:00:00Z,APXMIDP,2022-11-23,35,174.06,2174.35
2022-11-23T16:30:00Z,APXMIDP,2022-11-23,34,183.41,2357.85
2022-11-23T16:00:00Z,APXMIDP,2022-11-23,33,159.59,2029.65
2022-11-23T15:30:00Z,APXMIDP,2022-11-23,32,149.77,1661.2
2022-11-23T15:00:00Z,APXMIDP,2022-11-23,31,123.12,1568.9
2022-11-23T14:30:00Z,APXMIDP,2022-11-23,30,107.4,2290.6
2022-11-23T14:00:00Z,APXMIDP,2022-11-23,29,111.3,1945.5
2022-11-23T13:30:00Z,APXMIDP,2022-11-23,28,101.63,2045.9
2022-11-23T13:00:00Z,APXMIDP,2022-11-23,27,102.65,1533.45
2022-11-23T12:30:00Z,APXMIDP,2022-11-23,26,108.59,2048.75
2022-11-23T12:00:00Z,APXMIDP,2022-11-23,25,112.85,1954.7
2022-11-23T11:30:00Z,APXMIDP,2022-11-23,24,107.58,2033.85
2022-11-23T11:00:00Z,APXMIDP,2022-11-23,23,106.41,1980.75
2022-11-23T10:30:00Z,APXMIDP,2022-11-23,22,111.03,2464.4
2022-11-23T10:00:00Z,APXMIDP,2022-11-23,21,120.86,2415.15
2022-11-23T09:30:00Z,APXMIDP,2022-11-23,20,109.68,1981.75
2022-11-23T09:00:00Z,APXMIDP,2022-11-23,19,106.2,2008.35
2022-11-23T08:30:00Z,APXMIDP,2022-11-23,18,103.73,1387.75
2022-11-23T08:00:00Z,APXMIDP,2022-11-23,17,106.84,1087.5
2022-11-23T07:30:00Z,APXMIDP,2022-11-23,16,101.05,1385.65
2022-11-23T07:00:00Z,APXMIDP,2022-11-23,15,109.74,1291.55
2022-11-23T06:30:00Z,APXMIDP,2022-11-23,14,136.43,1860.9
2022-11-23T06:00:00Z,APXMIDP,2022-11-23,13,153.87,1780.9
2022-11-23T05:30:00Z,APXMIDP,2022-11-23,12,150.81,1137.2
2022-11-23T05:00:00Z,APXMIDP,2022-11-23,11,149.56,910.8
2022-11-23T04:30:00Z,APXMIDP,2022-11-23,10,126.24,797.4
2022-11-23T04:00:00Z,APXMIDP,2022-11-23,9,130.82,694.4
2022-11-23T03:30:00Z,APXMIDP,2022-11-23,8,126.27,735.75
2022-11-23T03:00:00Z,APXMIDP,2022-11-23,7,140.02,668.95
2022-11-23T02:30:00Z,APXMIDP,2022-11-23,6,129.76,1188.6
2022-11-23T02:00:00Z,APXMIDP,2022-11-23,5,125.21,991.6
2022-11-23T01:30:00Z,APXMIDP,2022-11-23,4,110.01,833.05
2022-11-23T01:00:00Z,APXMIDP,2022-11-23,3,114.83,721.3
2022-11-23T00:30:00Z,APXMIDP,2022-11-23,2,128.41,1108.4
2022-11-23T00:00:00Z,APXMIDP,2022-11-23,1,137.8,765.85
2022-11-22T23:30:00Z,APXMIDP,2022-11-22,48,140.55,601.55
2022-11-22T23:00:00Z,APXMIDP,2022-11-22,47,129.85,690.05
2022-11-22T22:30:00Z,APXMIDP,2022-11-22,46,143.14,1569.1
2022-11-22T22:00:00Z,APXMIDP,2022-11-22,45,151.31,1498.95
2022-11-22T21:30:00Z,APXMIDP,2022-11-22,44,146.37,1694.7
2022-11-22T21:00:00Z,APXMIDP,2022-11-22,43,169.59,1529.35
2022-11-22T20:30:00Z,APXMIDP,2022-11-22,42,165.11,1663.9
2022-11-22T20:00:00Z,APXMIDP,2022-11-22,41,195.11,1695.1
2022-11-22T19:30:00Z,APXMIDP,2022-11-22,40,181.33,1552.45
2022-11-22T19:00:00Z,APXMIDP,2022-11-22,39,211.02,1684.65
2022-11-22T18:30:00Z,APXMIDP,2022-11-22,38,228.88,1726.65
2022-11-22T18:00:00Z,APXMIDP,2022-11-22,37,246.77,1685.85
2022-11-22T17:30:00Z,APXMIDP,2022-11-22,36,256.55,1406.1
2022-11-22T17:00:00Z,APXMIDP,2022-11-22,35,261.36,1333.1
2022-11-22T16:30:00Z,APXMIDP,2022-11-22,34,289.59,1527.7
2022-11-22T16:00:00Z,APXMIDP,2022-11-22,33,216.08,1800.7
2022-11-22T15:30:00Z,APXMIDP,2022-11-22,32,252.49,1757.4
2022-11-22T15:00:00Z,APXMIDP,2022-11-22,31,239.2,1521.0
2022-11-22T14:30:00Z,APXMIDP,2022-11-22,30,205.01,1947.4
2022-11-22T14:00:00Z,APXMIDP,2022-11-22,29,205.73,1846.6
2022-11-22T13:30:00Z,APXMIDP,2022-11-22,28,212.66,1805.0
2022-11-22T13:00:00Z,APXMIDP,2022-11-22,27,210.43,1606.3
2022-11-22T12:30:00Z,APXMIDP,2022-11-22,26,209.31,1819.2
2022-11-22T12:00:00Z,APXMIDP,2022-11-22,25,207.64,1954.7
2022-11-22T11:30:00Z,APXMIDP,2022-11-22,24,187.25,2212.35
2022-11-22T11:00:00Z,APXMIDP,2022-11-22,23,182.12,2061.75
2022-11-22T10:30:00Z,APXMIDP,2022-11-22,22,206.38,1954.7
2022-11-22T10:00:00Z,APXMIDP,2022-11-22,21,213.35,1910.4
2022-11-22T09:30:00Z,APXMIDP,2022-11-22,20,221.07,1989.6
2022-11-22T09:00:00Z,APXMIDP,2022-11-22,19,230.06,1743.65
2022-11-22T08:30:00Z,APXMIDP,2022-11-22,18,227.84,1671.1
2022-11-22T08:00:00Z,APXMIDP,2022-11-22,17,209.07,1566.25
2022-11-22T07:30:00Z,APXMIDP,2022-11-22,16,216.36,1744.35
2022-11-22T07:00:00Z,APXMIDP,2022-11-22,15,159.31,2234.8
2022-11-22T06:30:00Z,APXMIDP,2022-11-22,14,90.4,1290.65
2022-11-22T06:00:00Z,APXMIDP,2022-11-22,13,82.26,1376.75
2022-11-22T05:30:00Z,APXMIDP,2022-11-22,12,94.4,1167.65
2022-11-22T05:00:00Z,APXMIDP,2022-11-22,11,93.14,947.8
2022-11-22T04:30:00Z,APXMIDP,2022-11-22,10,89.85,1110.35
2022-11-22T04:00:00Z,APXMIDP,2022-11-22,9,86.05,1013.0
2022-11-22T03:30:00Z,APXMIDP,2022-11-22,8,76.42,1001.15
2022-11-22T03:00:00Z,APXMIDP,2022-11-22,7,85.92,1219.1
2022-11-22T02:30:00Z,APXMIDP,2022-11-22,6,82.84,1675.45
2022-11-22T02:00:00Z,APXMIDP,2022-11-22,5,76.98,1406.7
2022-11-22T01:30:00Z,APXMIDP,2022-11-22,4,90.34,1926.7
2022-11-22T01:00:00Z,APXMIDP,2022-11-22,3,85.82,1562.7
2022-11-22T00:30:00Z,APXMIDP,2022-11-22,2,80.52,1338.0
2022-11-22T00:00:00Z,APXMIDP,2022-11-22,1,74.04,1062.45
2022-11-21T23:30:00Z,APXMIDP,2022-11-21,48,81.5,1063.35
2022-11-21T23:00:00Z,APXMIDP,2022-11-21,47,83.79,1214.0
2022-11-21T22:30:00Z,APXMIDP,2022-11-21,46,84.82,1915.15
2022-11-21T22:00:00Z,APXMIDP,2022-11-21,45,89.3,1619.4
2022-11-21T21:30:00Z,APXMIDP,2022-11-21,44,91.6,1175.95
2022-11-21T21:00:00Z,APXMIDP,2022-11-21,43,112.42,1048.95
2022-11-21T20:30:00Z,APXMIDP,2022-11-21,42,129.34,1180.35
2022-11-21T20:00:00Z,APXMIDP,2022-11-21,41,142.61,1112.35
